BN/Registration number:	Organization name:	Status: 	Type of qualified donee:	Effective date of status:	Sanction 	Designation: 	Charity type: 	Category: 	Address:	City:	Province, territory, outside of Canada:	Country:	Postal code/Zip code:	
899676043RR0001	RELIGIOUS HOSPITALLERS OF ST. JOSEPH HEAlTH SYSTEM	Registered	Charity	1996-07-10		0001	Other purposes beneficial to the community	0100	166 BROCK STREET S3-003-0	KINGSTON	ON	CA	K7L5G2
884108200RR0001	RESEAU SANTE MENTALE ET TRAVAIL/MENTAL HEALTH AND WORKPLACE NETWORK	Revoked-Voluntary	Charity	2010-01-02		0001	Other purposes beneficial to the community	0160	1012, RUE FRANCIS 	LONGUEUIL	QC	CA	J4J1E4
898279138RR0001	REVELSTOKE COMMUNITY HEALTH COUNCIL	Revoked-Voluntary	Charity	1997-03-01		0001	Other purposes beneficial to the community	0110	MAILBAG 5000 	REVELSTOKE	BC	CA	V0E2S0
119117844RR0001	REVELSTOKE DISTRICT HEALTH FOUNDATION	Registered	Charity	1985-04-01		0002	Other purposes beneficial to the community	0210	PO BOX 2421 	REVELSTOKE	BC	CA	V0E2S0
134913185RR0001	REXDALE COMMUNITY HEALTH CENTRE	Registered	Charity	1998-04-01		0001	Other purposes beneficial to the community	0100	8 TABER RD 	ETOBICOKE	ON	CA	M9W3A4
119038784RR0001	RIDEAU COMMUNITY HEALTH SERVICES	Registered	Charity	1974-08-27		0001	Other purposes beneficial to the community	0100	354 READ ST. BOX 550	MERRICKVILLE	ON	CA	K0G1N0
889657367RR0001	RIDGE MEADOWS MENTAL HEALTH SELF SUPPORT SOCIETY	Revoked-Voluntary	Charity	2011-06-18		0001	Other purposes beneficial to the community	0100	12130 230TH ST. 	MAPLE RIDGE	BC	CA	V2X6R5
119120350RR0001	RIVERDALE DISTRICT HEALTH AUXILIARY	Revoked-Voluntary	Charity	2024-05-11		0001	Other purposes beneficial to the community	0110	PO BOX 360 	RIVERS	MB	CA	R0K1X0
119120343RR0001	RIVERDALE HEALTH SERVICES DISTRICT	Revoked-Voluntary	Charity	1998-07-04		0001	Other purposes beneficial to the community	0100	BOX 428 	RIVERS	MB	CA	R0K1X0
889560561RR0001	RIVERDALE HEALTH SERVICES DISTRICT FOUNDATION INC.	Registered	Charity	1998-01-01		0002	Other purposes beneficial to the community	0210	BOX 7 512 QUEBEC STREET	RIVERS	MB	CA	R0K1X0
874326549RR0001	RIVERSIDE FOUNDATION FOR HEALTH CARE	Registered	Charity	1997-09-25		0002	Other purposes beneficial to the community	0210	PO BOX 44 STN MAIN 	FORT FRANCES	ON	CA	P9A3M5
122009343RR0001	RIVERSIDE HEALTH CARE FACILITIES, INC.	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	110 VICTORIA AVENUE 	FORT FRANCES	ON	CA	P9A2B7
118937853RR0001	RIVERVIEW HEALTH CENTRE FOUNDATION INC.	Registered	Charity	1985-09-06		0002	Other purposes beneficial to the community	0210	1 MORLEY AVENUE 	WINNIPEG	MB	CA	R3L2P4
136674918RR0001	RIVERVIEW HEALTH CENTRE INC.	Registered	Charity	1983-12-31		0001	Other purposes beneficial to the community	0100	1 MORLEY AVENUE 	WINNIPEG	MB	CA	R3L2P4
129950507RR0001	ROBLIN DISTRICT HEALTH CENTRE	Revoked-Voluntary	Charity	1998-06-06		0001	Other purposes beneficial to the community	0100	PO BOX 940 	ROBLIN	MB	CA	R0L1P0
893258962RR0001	ROBLIN DISTRICT HEALTH CENTRE FOUNDATION INC	Revoked-Voluntary	Charity	2005-04-09		0002	Other purposes beneficial to the community	0210	BOX 940 	ROBLIN	MB	CA	R0L1P0
894238344RR0001	ROBSON VALLEY HEALTH COUNCIL	Revoked-Voluntary	Charity	1997-11-29		0001	Other purposes beneficial to the community	0110	390-444 VICTORIA STREET 	PRINCE GEORGE	BC	CA	V2L2J7
129862686RR0001	ROCK LAKE HEALTH DISTRICT	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	BOX 130 	CRYSTAL CITY	MB	CA	R0K0N0
898711460RR0001	ROCK LAKE HEALTH DISTRICT FOUNDATION INC.	Registered	Charity	1995-04-26		0002	Other purposes beneficial to the community	0210	POST OFFICE BOX 130 	CRYSTAL CITY	MB	CA	R0K0N0
797613916RR0001	ROCKY MOUNTAIN HOUSE AND AREA HEALTH SERVICES FOUNDATION	Registered	Charity	2017-07-20		0002	Other purposes beneficial to the community	0210	5016 52 AVE 	ROCKY MOUNTAIN HOUSE	AB	CA	T4T1T2
891394363RR0001	ROSEBUD HEALTH FOUNDATION	Registered	Charity	1996-11-13		0002	Other purposes beneficial to the community	0210	PO BOX 962 	DIDSBURY	AB	CA	T0M0W0
140944588RR0001	ROSETOWN AND DISTRICT HEALTH CENTRE FOUNDATION INC.	Registered	Charity	1991-01-09		0002	Other purposes beneficial to the community	0210	BOX 653 	ROSETOWN	SK	CA	S0L2V0
890646094RR0001	ROSSBURN & DISTRICT HEALTH FOUNDATION INC.	Revoked-Voluntary	Charity	2021-07-17		0002	Other purposes beneficial to the community	0210	BOX 26 	ROSSBURN	MB	CA	R0J1V0
119123974RR0001	ROSSBURN DISTRICT HEALTH CENTRE	Revoked-Voluntary	Charity	1998-07-04		0001	Other purposes beneficial to the community	0100	BOX 40 	ROSSBURN	MB	CA	R0J1V0
124936386RR0001	ROSSBURN DISTRICT HEALTH CENTRE AUXILIARY	Registered	Charity	1997-01-01		0002	Other purposes beneficial to the community	0110	PO BOX 576 	ROSSBURN	MB	CA	R0J1V0
119124303RR0001	ROSTHERN HOSPITAL HEALTH-CARE AUXILIARY (R.H.H.A.)	Revoked-Voluntary	Charity	2003-03-22		0001	Other purposes beneficial to the community	0110	S M REDDEKOPP-ZACHARIAS BOX 656	HAGUE	SK	CA	S0K1X0
803117258RR0001	ROTH-REACHOUTTOHUMANITY FOR HEALTH	Registered	Charity	2008-02-01		0001	Relief of Poverty	0001	100-806 DE GASPÉ 	MONTRÉAL	QC	CA	H3E1E5
119129179RR0001	ROYAL OTTAWA FOUNDATION FOR MENTAL HEALTH / LA FONDATION DE SANTÉ MENTALE ROYAL OTTAWA	Registered	Charity	1979-08-23		0002	Other purposes beneficial to the community	0210	1145 CARLING AVE 	OTTAWA	ON	CA	K1Z7K4
865245641RR0001	ROYAL OTTAWA HEALTH CARE GROUP/SERVICES DE SANTE ROYAL OTTAWA	Registered	Charity	1976-11-27		0001	Other purposes beneficial to the community	0100	1145 CARLING AVE 	OTTAWA	ON	CA	K1Z7K4
806137022RR0001	ROYAL VICTORIA REGIONAL HEALTH CENTRE AUXILIARY	Registered	Charity	1973-01-01		0001	Other purposes beneficial to the community	0110	201 GEORGIAN DRIVE 	BARRIE	ON	CA	L4M6M2
890996796RR0001	RUFUS GUINCHARD HEALTH CENTRE FOUNDATION INC	Revoked-Failure to File	Charity	2003-03-08		0001	Other purposes beneficial to the community	0110	P O BOX 40 	PORT SAUNDERS	NL	CA	A0K4H0
107941015RR0001	RUNNYMEDE HEALTHCARE CENTRE	Registered	Charity	1981-01-01		0001	Other purposes beneficial to the community	0100	625 RUNNYMEDE ROAD 	TORONTO	ON	CA	M6S3A3
132232372RR0001	RURAL RESPONSE FOR HEALTHY CHILDREN	Registered	Charity	1991-01-01		0001	Relief of Poverty	0001	413 MACEWAN ST 	GODERICH	ON	CA	N7A4M1
141027706RR0002	RUSSELL HEALTH DISTRICT	Revoked-Voluntary	Charity	1998-07-04		0001	Other purposes beneficial to the community	0100	BAG SERVICES 2 	RUSSELL	MB	CA	R0J1W0
819601527RR0001	S.H.E.R. Sharing Health Education Resources / Sante Humanitaire Education Ressources	Registered	Charity	2016-01-01		0001	Other purposes beneficial to the community	0110	1069 BOUL NOBERT 	LONGUEUIL	QC	CA	J4K2N5
766498471RR0001	Safe & Healthy Communities	Registered	Charity	2020-01-24		0001	Other purposes beneficial to the community	0110	PO BOX 2020 	ASSINIBOIA	SK	CA	S0H0B0
831977251RR0001	Saint Elizabeth Health Services	Registered	Charity	2010-01-21		0001	Other purposes beneficial to the community	0150	90 ALL STATE PARKWAY SUITE 300	MARKHAM	ON	CA	L3R6H3
130404262RR0001	Saint John Community Health Support Foundation Inc.	Revoked-Voluntary	Charity	2019-11-16		0001	Other purposes beneficial to the community	0100	PO BOX 4534 STN MAIN 	ROTHESAY	NB	CA	E2E5X2
847969623RR0001	Saint Jude's Health Management Institute	Revoked-Failure to File	Charity	2025-05-03		0001	Relief of Poverty	0001	7019 OGDEN RD SE 	CALGARY	AB	CA	T2C1B5
773390919RR0001	Salt Spring Community Health Society	Revoked-Voluntary	Charity	2026-03-21		0001	Other purposes beneficial to the community	0100	262A FULFORD-GANGES RD 	SALT SPRING ISLAND	BC	CA	V8K2K6
841769284RR0001	Sanctuary Mental Health Society	Registered	Charity	2014-09-01		0001	Other purposes beneficial to the community	0110	PO BOX 20147 RPO FAIRVIEW 	VANCOUVER	BC	CA	V5Z0C1
800752354RR0001	Sanguen Health Centre Foundation	Registered	Charity	2009-05-05		0001	Other purposes beneficial to the community	0110	29 YOUNG STREET EAST 	WATERLOO	ON	CA	N2J2L4
792399081RR0001	Saskatchewan Oral Health Coalition Inc.	Registered	Charity	2022-01-11		0001	Other purposes beneficial to the community	0110	146 LAKESHORE CRES 	SASKATOON	SK	CA	S7J3T3
742112162RR0001	Saturna Island Health Services Society	Registered	Charity	2025-09-22		0001	Other purposes beneficial to the community	0100	PO BOX 183 	SATURNA	BC	CA	V0N2Y0
731803342RR0001	Sault Community Health Centre	Registered	Charity	2023-03-20		0003	Other purposes beneficial to the community	0100	120 BROCK ST 	SAULT STE. MARIE	ON	CA	P6A3B5
104729819RR0001	Sault Ste. Marie and District Group Health Association	Registered	Charity	1998-04-01		0001	Other purposes beneficial to the community	0110	240 MCNABB ST 	SAULT STE MARIE	ON	CA	P6B1Y5
847078706RR0001	Sayward Community Health Society	Registered	Charity	2013-03-07		0001	Other purposes beneficial to the community	0100	PO BOX 33 601 KELSEY WAY	SAYWARD	BC	CA	V0P1R0
130364276RR0001	Scarborough Centre for Healthy Communities	Registered	Charity	1975-04-21		0001	Other purposes beneficial to the community	0160	2 - 629 MARKHAM RD 	SCARBOROUGH	ON	CA	M1H2A4
119142271RR0001	Scarborough Health Network	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	2867 ELLESMERE ROAD 	SCARBOROUGH	ON	CA	M1E4B9
119142263RR0001	Scarborough Health Network Foundation	Registered	Charity	1977-12-21		0002	Other purposes beneficial to the community	0100	314 - 3030 LAWRENCE AVE E 	SCARBOROUGH	ON	CA	M1P2T7
789520806RR0001	Scarborough Health Network Research Institute	Registered	Charity	2024-04-01		0001	Advancement of Education	0014	2867 ELLESMERE ROAD 	TORONTO	ON	CA	M1E4B9
846457190RR0001	Seaway Valley Community Health Centre Inc.	Registered	Charity	2008-06-09		0001	Other purposes beneficial to the community	0100	353 PITT STREET 	CORNWALL	ON	CA	K6J3R1
733211924RR0001	Seenso Institute for Public Health	Registered	Charity	2018-01-01		0001	Other purposes beneficial to the community	0110	1855 CH KENILWORTH 	MONT-ROYAL	QC	CA	H3R2S7
848038519RR0001	Seth Foundation for Health and Human Welfare	Registered	Charity	2011-04-25		0003	Other purposes beneficial to the community	0210	1101 - 211 QUEENS QUAY W 	TORONTO	ON	CA	M5J2M6
119094415RR0001	Sexual Health Nova Scotia Society	Registered	Charity	1975-04-01		0003	Other purposes beneficial to the community	0100	1B - 109 LOGAN RD 	BRIDGEWATER	NS	CA	B4V3T3
129795514RR0001	Sexual Health Options, Resources & Education Centre	Registered	Charity	1972-04-11		0001	Relief of Poverty	0001	130 - 235 KING ST E 	KITCHENER	ON	CA	N2G4N5
130566011RR0001	Shalem Mental Health Network	Registered	Charity	1967-01-01		0001	Advancement of Religion	0070	875 MAIN ST E 	HAMILTON	ON	CA	L8M1M2
860948827RR0001	Shared Health Inc.	Registered	Charity	2018-06-12		0001	Other purposes beneficial to the community	0100	1502-155 CARLTON ST 	WINNIPEG	MB	CA	R3C3H8
864988340RR0001	Sheet Harbour Sexual Health Centre Association	Registered	Charity	2012-06-29		0001	Other purposes beneficial to the community	0110	PO BOX 211 	SHEET HARBOUR	NS	CA	B0J3B0
761561273RR0001	Shining the Light on Mental Health Foundation	Revoked-Failure to File	Charity	2024-02-24		0003	Other purposes beneficial to the community	0210	133 KELSO CRES 	MAPLE	ON	CA	L6A2K7
869344283RR0001	Shkagamik-Kwe Health Centre	Registered	Charity	2007-09-05		0001	Other purposes beneficial to the community	0100	161 APPLEGROVE ST 	SUDBURY	ON	CA	P3C1N2
860661149RR0001	Shoppers Foundation for Women's Health / Fondation Pharmaprix pour la Santé des Femmes	Registered	Charity	2004-06-07		0003	Other purposes beneficial to the community	0210	243 CONSUMERS ROAD 	NORTH YORK	ON	CA	M2J4W8
106949845RR0001	SickKids Centre for Community Mental Health	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	1645 SHEPPARD AVE WEST 	NORTH YORK	ON	CA	M3M2X4
849921861RR0001	Siksika Health Services	Revoked-Failure to File	Charity	2025-09-20		0001	Other purposes beneficial to the community	0100	PO BOX 1100 	SIKSIKA	AB	CA	T0J3W0
749557476RR0001	Sinai Health Giving Fund	Revoked-Voluntary	Charity	2025-05-31		0003	Other purposes beneficial to the community	0210	1001 - 522 UNIVERSITY AVE 	TORONTO	ON	CA	M5G1W7
119048122RR0001	Sinai Health System	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	1 BRIDGEPOINT DR 	TORONTO	ON	CA	M4M2B5
760615534RR0001	Sing For Mental Health Inc.	Registered	Charity	2025-06-24		0001	Other purposes beneficial to the community	0110	2096 PRINCE CHARLES RD 	OTTAWA	ON	CA	K2A3L3
818402414RR0001	Sioux Lookout Meno-Ya-Win Health Centre	Registered	Charity	2007-12-18		0001	Other purposes beneficial to the community	0100	P.O. BOX 909 	SIOUX LOOKOUT	ON	CA	P8T1B4
881545446RR0001	Sioux Lookout Meno-Ya-Win Health Centre Foundation	Registered	Charity	1994-05-02		0002	Other purposes beneficial to the community	0210	PO BOX 909 1 MONO YA WIN WAY	SIOUX LOOKOUT	ON	CA	P8T1B4
847636388RR0001	Society For A Healthy Mouth Healthy Child (Alberta)	Registered	Charity	2008-08-06		0001	Other purposes beneficial to the community	0110	314, 10601 SOUTHPORT ROAD SW 	CALGARY	AB	CA	T2W3M6
714976123RR0001	Sooke And Juan De Fuca Health Foundation	Registered	Charity	2018-10-03		0002	Other purposes beneficial to the community	0210	PO BOX 303 STN MAIN 	SOOKE	BC	CA	V9Z1G1
824936975RR0001	Sorrento and Area Community Health Centre Society	Registered	Charity	2014-04-22		0001	Other purposes beneficial to the community	0100	POST OFFICE BOX 193 	SORRENTO	BC	CA	V0E2W0
815477385RR0001	South Asian Canadians Health & Social Services	Registered	Charity	2019-07-04		0001	Other purposes beneficial to the community	0100	246 - 2130 NORTH PARK DR 	BRAMPTON	ON	CA	L6S0C9
857949531RR0001	South Cariboo Health Foundation	Registered	Charity	2002-03-18		0002	Other purposes beneficial to the community	0210	555 CEDAR AVENUE BAG 399	100 MILE HOUSE	BC	CA	V0K2E0
752403717RR0001	South Shore Health & Wellness Inc.	Registered	Charity	2019-03-14		0001	Other purposes beneficial to the community	0100	33 ROUTE 13 PO BOX 23	CRAPAUD	PE	CA	C0A1J0
850730631RR0001	South Shuswap Health Services Society	Registered	Charity	2022-09-02		0001	Other purposes beneficial to the community	0100	10 - 2417 GOLF COURSE DR 	BLIND BAY	BC	CA	V0E1H2
817529050RR0001	South-East Grey Community Health Centre	Registered	Charity	2014-04-01		0001	Other purposes beneficial to the community	0100	55 VICTORIA AVENUE POST OFFICE BOX 360	MARKDALE	ON	CA	N0C1H0
899728133RR0001	Southern Health - Santé Sud	Registered	Charity	1997-04-01		0001	Other purposes beneficial to the community	0110	180 CENTENNAIRE DRIVE 	SOUTHPORT	MB	CA	R0H1N1
754445518RR0001	Southquill Health Area Foodbank Inc.	Registered	Charity	2018-05-29		0001	Relief of Poverty	0001	PO BOX 86 	ERICKSON	MB	CA	R0J0P0
899802805RR0001	Southwest Ontario Aboriginal Health Access Centre	Registered	Charity	2010-11-15		0001	Other purposes beneficial to the community	0100	77 ANISHINAABEG DRIVE RR1	MUNCEY	ON	CA	N0L1Y0
821918695RR0001	Spectrum Health Care Foundation	Registered	Charity	2011-08-26		0003	Relief of Poverty	0001	2400 - 2 BLOOR ST E 	TORONTO	ON	CA	M4W1A8
856162813RR0001	Sprinkles Global Health Initiative Inc.	Revoked-Failure to File	Charity	2018-01-27		0001	Other purposes beneficial to the community	0110	555 UNIVERSITY AVENUE ROOM 8260	TORONTO	ON	CA	M5G1X8
894534817RR0001	St. Francis Valley Healthcare Foundation	Registered	Charity	2001-04-01		0002	Other purposes beneficial to the community	0210	P. O. BOX 129 	BARRY'S BAY	ON	CA	K0J1B0
873621759RR0001	St. Joseph's Health Centre of Sudbury Foundation	Registered	Charity	1998-04-01		0002	Other purposes beneficial to the community	0210	1250 SOUTHBAY RD 	SUDBURY	ON	CA	P3E6L9
119183440RR0001	St. Joseph's Health Centre, Guelph Volunteer Association	Revoked-Voluntary	Charity	2019-04-27		0001	Other purposes beneficial to the community	0110	100 WESTMOUNT ROAD 	GUELPH	ON	CA	N1H5H8
840138911RR0001	St. Joseph's Health System International Outreach Program	Registered	Charity	2011-04-01		0001	Other purposes beneficial to the community	0110	50 CHARLTON AVENUE EAST 	HAMILTON	ON	CA	L8N4A6
108026121RR0001	St. Joseph's Healthcare Hamilton	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	50 CHARLTON AVE E 	HAMILTON	ON	CA	L8N4A6
890809841RR0001	St. Marys Healthcare Foundation	Registered	Charity	1992-04-01		0002	Other purposes beneficial to the community	0210	PO BOX 940 	ST MARYS	ON	CA	N4X1B6
828586404RR0001	St. Michael's Health Centre Foundation	Revoked-Voluntary	Charity	2018-01-20		0002	Other purposes beneficial to the community	0210	1400 9TH AVENUE SOUTH 	LETHBRIDGE	AB	CA	T1J4V5
837172063RR0001	St. Michael's Hospital Academic Family Health Team	Registered	Charity	2011-04-01		0001	Other purposes beneficial to the community	0100	30 BOND STREET OFFICE: 61 QUEEN ST. #2-004	TORONTO	ON	CA	M5B1W8
119172997RR0001	Ste. Rose Health Centre Inc.	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	PO BOX 60 	STE ROSE DU LAC	MB	CA	R0L1S0
829943661RR0001	Student Energy in Action for Regina Community Health Inc.	Registered	Charity	2015-04-01		0001	Other purposes beneficial to the community	0110	1504 ALBERT STREET 	REGINA	SK	CA	S4P2S4
823066774RR0001	Student-Athlete Mental Health Initiative / Initiative santé mentale pour étudiants-athlètes	Revoked-Voluntary	Charity	2024-05-11		0001	Other purposes beneficial to the community	0100	445 LAKE DR E SS 301	WILLOW BEACH	ON	CA	L0E1S0
815440300RR0001	Sundance Solace Society for Equine Facilitated Therapies and Mental Health	Revoked-Failure to File	Charity	2025-06-21		0001	Other purposes beneficial to the community	0100	31050 HARRIS RD 	ABBOTSFORD	BC	CA	V4X1W2
710502709RR0001	Sundre Healthy Generations Fund	Registered	Charity	2024-06-18		0003	Relief of Poverty	0001	PO BOX 2463 	SUNDRE	AB	CA	T0M1X0
132360033RR0001	Sunshine Coast Healthcare Auxiliary Society	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0110	PO BOX 917 	SECHELT	BC	CA	V0N3A0
833887201RR0001	Superior Family Health Team	Registered	Charity	2012-04-01		0001	Other purposes beneficial to the community	0100	300 - 765 QUEEN ST E 	SAULT STE. MARIE	ON	CA	P6A2A8
119130540RR0001	SAANICH PENINSULA HOSPITAL AND HEALTHCARE FOUNDATION	Registered	Charity	1986-01-01		0002	Other purposes beneficial to the community	0210	2166 MOUNT NEWTON CROSS ROAD 	VICTORIA	BC	CA	V8M2B2
119132090RR0001	SAINT ELIZABETH HEALTH CARE	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	90 ALLSTATE PARKWAY SUITE 300	MARKHAM	ON	CA	L3R6H3
888985991RR0001	SAINT MARY'S HEALTH FOUNDATION OF NEW WESTMINSTER	Registered	Charity	1993-05-04		0002	Other purposes beneficial to the community	0210	4861 SEA RIDGE DR 	VICTORIA	BC	CA	V8Y2R9
779110758RR0001	SAM (Support and Assistance for Mental Health)	Registered	Charity	2024-01-09		0003	Other purposes beneficial to the community	0110	621 - 7398 YONGE ST 	THORNHILL	ON	CA	L4J8J2
107953671RR0001	SANDY HILL COMMUNITY HEALTH CENTRE, INC.	Registered	Charity	1990-07-05		0001	Other purposes beneficial to the community	0100	221 NELSON ST 	OTTAWA	ON	CA	K1N1C7
861812584RR0001	SANTE MENTALE ESTRIE INC. / MENTAL HEALTH ESTRIE INC.	Registered	Charity	2005-04-01		0001	Relief of Poverty	0001	3355 RUE COLLEGE 	SHERBROOKE	QC	CA	J1M0B8
107955775RR0001	SASKATCHEWAN ASSOCIATION OF HEALTH ORGANIZATIONS	Registered	Charity	1983-01-01		0001	Other purposes beneficial to the community	0110	600 - 1919 SASKATCHEWAN DR 	REGINA	SK	CA	S4P4H2
895830180RR0001	SASKATCHEWAN HEALTH AUTHORITY	Registered	Charity	1993-10-06		0001	Other purposes beneficial to the community	0110	701 QUEEN ST 	SASKATOON	SK	CA	S7K0M7
119140143RR0001	SASKATCHEWAN HEALTH CARE AUXILIARIES ASSOCIATION	Revoked-Voluntary	Charity	2018-06-23		0001	Other purposes beneficial to the community	0110	P.O. BOX 723 	HUDSON BAY	SK	CA	S0E0Y0
119140150RR0001	SASKATCHEWAN HEALTH RESEARCH FOUNDATION	Registered	Charity	1980-04-01		0001	Other purposes beneficial to the community	0110	204 - 111 RESEARCH DR 	SASKATOON	SK	CA	S7N3R2
889408449RR0001	SASKATOON DISTRICT HEALTH EMPLOYEE TRUST	Revoked-Voluntary	Charity	2020-03-28		0003	Other purposes beneficial to the community	0210	900-606 SPADINA CRESCENT 	SASKATOON	SK	CA	S7K3H1
841931744RR0001	SASKATOON STUDENT WELLNESS INITIATIVE TOWARD COMMUNITY HEALTH INC.	Registered	Charity	2005-08-03		0001	Other purposes beneficial to the community	0100	1528-20TH STREET W 	SASKATOON	SK	CA	S7M0Z6
866566425RR0001	SCW'EXMX COMMUNITY HEALTH SERVICES SOCIETY	Registered	Charity	2005-04-01		0001	Other purposes beneficial to the community	0110	PO BOX 3090 STN MAIN 	MERRITT	BC	CA	V1K1B8
140333956RR0001	SELKIRK AND DISTRICT CANADIAN MENTAL HEALTH ASSOCIATION INCORPORATED	Revoked-Voluntary	Charity	2023-01-14		0001	Other purposes beneficial to the community	0110	435 MAIN ST 	SELKIRK	MB	CA	R1A1V4
131931040RR0001	SELKIRK AND INTERLAKE MENTAL HEALTH SUPPORT CENTRE INC.	Registered	Charity	1991-08-09		0001	Other purposes beneficial to the community	0100	242 MANITOBA AVE 	SELKIRK	MB	CA	R1A0Y5
888076320RR0001	SELKIRK MENTAL HEALTH CENTRE ARCHIVAL COLLECTION, INC	Revoked-Failure to File	Charity	2013-03-30		0001	Other purposes beneficial to the community	0200	825 MANITOBA AVE P.O.BOX 9600	SELKIRK	MB	CA	R1A2B5
893364661RR0001	SENIORS AGING ACTIVELY HEALTH PROMOTION SOCIETY	Revoked-Voluntary	Charity	2002-06-01		0001	Other purposes beneficial to the community	0200	3523 WEST 24TH AVENUE 	VANCOUVER	BC	CA	V6G1G7
878009232RR0001	SERVICES DE SANTE DE CHAPLEAU HEALTH SERVICES	Registered	Charity	1984-04-01		0001	Other purposes beneficial to the community	0100	PO BOX 757 	CHAPLEAU	ON	CA	P0M1K0
108241233RR0001	SEVEN REGIONS HEALTH CENTRE INC	Revoked-Voluntary	Charity	1998-04-25		0001	Other purposes beneficial to the community	0100	BOX 1000 	GLADSTONE	MB	CA	R0J0T0
894318625RR0001	SEVEN REGIONS HEALTH FOUNDATION INC.	Registered	Charity	1998-05-08		0001	Other purposes beneficial to the community	0110	PO BOX 1000 	GLADSTONE	MB	CA	R0J0T0
892230640RR0001	SEVENTH-DAY ADVENTIST HEALTH CORPORATION	Registered	Charity	1992-01-01		0002	Advancement of Religion	0090	1004 VICTORIA AVE 	SASKATOON	SK	CA	S7N0Z8
107848236RR0001	SEXUAL HEALTH ACCESS ASSOCIATION OF ALBERTA	Revoked-Voluntary	Charity	2011-02-26		0001	Advancement of Education	0013	#304,301-14TH STREET NW 	CALGARY	AB	CA	T2N2A1
130973126RR0001	SEXUAL HEALTH CENTRE FOR CUMBERLAND COUNTY ASSOCIATION	Registered	Charity	1981-05-25		0001	Relief of Poverty	0001	PO BOX 661 STN MAIN 	AMHERST	NS	CA	B4H4B8
107848434RR0001	SEXUAL HEALTH CENTRE SASKATOON INC.	Registered	Charity	1982-06-14		0001	Relief of Poverty	0001	301A - 39 23RD ST E 	SASKATOON	SK	CA	S7K0H6
131509275RR0001	SEXUAL HEALTH NETWORK OF QUEBEC INC / RESEAU DE LA SANTE SEXUAL DU QUEBEC INC	Registered	Charity	2005-12-20		0001	Other purposes beneficial to the community	0110	6856 CROIS ASHKELON 	COTE SAINT-LUC	QC	CA	H4W3E4
140663758RR0001	SHEEP RIVER HEALTH TRUST	Registered	Charity	1994-04-01		0002	Advancement of Education	0015	11 CIMARRON COMMOM 	OKOTOKS	AB	CA	T1S2E9
887691228RR0001	SHELBURNE COUNTY YOUTH HEALTH & SUPPORT ASSOCIATION	Registered	Charity	1999-01-01		0001	Other purposes beneficial to the community	0110	PO BOX 776 	SHELBURNE	NS	CA	B0T1W0
877140921RR0001	SHELLBROOK AND DISTRICTS HEALTH SERVICES PROJECT	Registered	Charity	2000-06-19		0002	Other purposes beneficial to the community	0210	BOX 233 	LEASK	SK	CA	S0J1M0
865776827RR0001	SHERBOURNE HEALTH CENTRE CORPORATION	Registered	Charity	2002-02-26		0001	Other purposes beneficial to the community	0110	333 SHERBOURNE ST 	TORONTO	ON	CA	M5A2S5
898211396RR0001	SHOAL LAKE-STRATHCLAIR DISTRICT HEALTH FOUNDATION INC.	Registered	Charity	1996-05-13		0002	Other purposes beneficial to the community	0210	P O BOX 517 	SHOAL LAKE	MB	CA	R0J1Z0
129797387RR0001	SHOAL LAKE-STRATHCLAIR HEALTH CENTRE	Revoked-Voluntary	Charity	1998-07-04		0001	Other purposes beneficial to the community	0100	P.O. BOX 490 	SHOAL LAKE	MB	CA	R0J1Z0
899317549RR0001	SHUSWAP COMMUNITY HEALTH COUNCIL	Revoked-Voluntary	Charity	1997-05-03		0001	Other purposes beneficial to the community	0110	POST OFFICE BOX 520 	SALMON ARM	BC	CA	V1E4N6
107981359RR0001	SIMCOE MUSKOKA DISTRICT HEALTH UNIT	Registered	Charity	1994-01-01		0001	Other purposes beneficial to the community	0100	15 SPERLING DR 	BARRIE	ON	CA	L4M6K9
885109041RR0001	SIMCOE PEER SUPPORT FOR MENTAL HEALTH AND ADDICTIONS	Registered	Charity	1997-04-01		0001	Relief of Poverty	0001	100 PRETTY RIVER PKY N 	COLLINGWOOD	ON	CA	L9Y4X2
119128874RR0001	SIMON FRASER HEALTH REGION STAFF CHARITABLE FUND	Revoked-Voluntary	Charity	2008-01-19		0003	Other purposes beneficial to the community	0210	330 EAST COLUMBIA ST 	NEW WESTMINSTER	BC	CA	V3L3W7
119048106RR0001	SINAI HEALTH FOUNDATION	Registered	Charity	1975-04-23		0002	Other purposes beneficial to the community	0100	522 UNIVERSITY AVENUE, SUITE 1001	TORONTO	ON	CA	M5G1W7
